CustomerID,date,recency,Frequency,Monetary,R,F,M,target,churn_flag
16126,16-02-2011 11:18,28,4,6287.77,3,3,1,2,0
12557,04-07-2011 13:19,15,5,11990.96,2,3,1,2,0
16266,17-05-2011 14:54,73,7,861.89,4,2,4,2,0
17238,03-12-2010 15:05,2,17,3744.65,1,1,2,2,0
16940,18-10-2011 13:15,51,3,3049.88,4,3,2,2,0
13720,14-06-2011 14:06,116,4,799.9,4,3,4,2,0
17107,07-07-2011 18:56,32,6,10815.43,3,3,1,2,0
13192,05-09-2011 14:13,94,2,911.94,4,4,4,2,0
13631,19-07-2011 15:48,99,11,3070.42,4,2,2,2,0
16379,21-11-2011 15:27,3,4,2157.4,1,3,3,2,0
12753,17-11-2011 10:52,22,6,21429.39,3,3,1,2,0
15907,16-06-2011 12:45,3,3,967.45,1,3,4,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
12753,09-02-2011 11:21,22,6,21429.39,3,3,1,2,0
12477,14-10-2011 13:54,22,6,13219.74,3,3,1,2,0
16007,08-05-2011 13:32,47,4,1701.94,4,3,3,2,0
14836,09-11-2011 13:26,9,3,102.45,2,3,4,2,0
16863,08-12-2010 08:58,30,2,502.8,3,4,4,2,0
16014,21-02-2011 17:42,37,3,662.38,3,3,4,2,0
16613,30-09-2011 15:52,69,1,618.59,4,4,4,2,0
16670,09-11-2011 17:02,16,11,4095.9,3,2,2,2,0
16126,10-11-2011 16:03,28,4,6287.77,3,3,1,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
16774,20-07-2011 13:09,67,4,661.52,4,3,4,2,0
14277,24-11-2011 15:01,14,3,4216.2,2,3,2,2,0
13555,27-09-2011 12:26,73,4,4149.28,4,3,2,2,0
16139,19-08-2011 14:49,18,3,635.41,3,3,4,2,0
12626,27-01-2011 13:42,22,9,6620.48,3,2,1,2,0
13083,25-09-2011 10:46,3,2,303.75,1,4,4,2,0
12749,17-11-2011 12:05,3,5,4090.88,1,3,2,2,0
17361,21-02-2011 09:55,48,3,488.2,4,3,4,2,0
12952,27-10-2011 17:00,5,4,1387.79,2,3,3,2,0
12451,05-10-2011 12:52,10,5,9035.52,2,3,1,2,0
12708,06-12-2010 10:43,29,10,2712.91,3,2,2,2,0
12928,15-12-2010 15:45,34,5,2062.7,3,3,3,2,0
18042,17-10-2011 11:49,53,1,165.05,4,4,4,2,0
17107,06-11-2011 14:08,32,6,10815.43,3,3,1,2,0
15484,08-12-2011 15:03,0,4,3594.31,1,3,2,2,0
13030,28-11-2011 14:30,10,2,799.48,2,4,4,2,0
16790,02-11-2011 11:23,3,6,1545.62,1,3,3,2,0
14096,10-10-2011 17:12,3,17,65164.79,1,1,1,2,0
16250,23-03-2011 15:07,260,2,389.44,4,4,4,2,0
12615,03-11-2011 10:45,1,4,2291.19,1,3,3,2,0
14209,25-03-2011 10:08,10,6,2073.43,2,3,3,2,0
15033,28-03-2011 12:22,4,10,2586.67,2,2,3,2,0
16126,30-08-2011 10:07,28,4,6287.77,3,3,1,2,0
15157,16-12-2010 13:44,3,3,1936.07,1,3,3,2,0
17812,27-11-2011 11:47,12,4,732.16,2,3,4,2,0
15525,07-12-2011 14:43,1,3,825.92,1,3,4,2,0
14419,01-04-2011 11:47,10,6,1058.06,2,3,4,2,0
14698,08-12-2011 12:26,1,5,1250.76,1,3,3,2,0
17107,07-07-2011 18:56,32,6,10815.43,3,3,1,2,0
12680,11-09-2011 12:27,0,4,862.81,1,3,4,2,0
12477,31-08-2011 09:11,22,6,13219.74,3,3,1,2,0
14578,06-12-2011 17:18,2,1,168.63,1,4,4,2,0
14628,11-04-2011 14:43,90,2,671.96,4,4,4,2,0
17706,05-06-2011 10:50,3,17,10504.49,1,1,1,2,0
15406,08-11-2011 13:22,30,2,510.71,3,4,4,2,0
16873,05-12-2011 12:05,4,6,7123.62,2,3,1,2,0
15078,20-04-2011 09:29,6,32,9743.11,2,1,1,2,0
12749,01-08-2011 12:48,3,5,4090.88,1,3,2,2,0
14770,20-01-2011 15:00,231,2,876.42,4,4,4,2,0
15643,02-03-2011 14:34,191,3,664,4,3,4,2,0
17735,31-03-2011 16:41,1,19,13110.02,1,1,1,2,0
15009,14-11-2011 17:40,11,3,1261.78,2,3,3,2,0
17509,13-10-2011 10:26,57,8,6115.14,4,2,2,2,0
17375,31-01-2011 16:02,198,3,400.1,4,3,4,2,0
14808,20-06-2011 12:53,39,8,2741.17,3,2,2,2,0
13124,01-04-2011 14:58,89,3,3866.33,4,3,2,2,0
17073,22-11-2011 11:47,17,4,1446.09,3,3,3,2,0
16775,28-09-2011 16:35,9,11,1695.66,2,2,3,2,0
15106,15-03-2011 12:52,17,5,1422.52,3,3,3,2,0
15491,13-06-2011 11:49,94,6,3100.09,4,3,2,2,0
16790,11-11-2011 09:02,3,6,1545.62,1,3,3,2,0
14088,23-11-2011 15:44,9,13,50491.81,2,2,1,2,0
13263,23-11-2011 13:01,0,35,7454.07,1,1,1,2,0
18272,07-12-2011 12:43,2,6,3078.58,1,3,2,2,0
12539,27-01-2011 11:05,21,4,5568.35,3,3,2,2,0
14093,27-11-2011 16:27,11,1,442.85,2,4,4,2,0
16873,04-08-2011 15:33,4,6,7123.62,2,3,1,2,0
18013,07-07-2011 14:08,154,2,187.29,4,4,4,1,1
17266,06-12-2011 14:30,1,3,310.64,1,3,4,2,0
17458,24-11-2011 13:01,14,1,316.5,2,4,4,2,0
17042,27-05-2011 10:15,2,5,1044.38,1,3,4,2,0
15311,02-06-2011 11:45,0,91,60767.9,1,1,1,2,0
13083,25-09-2011 10:46,3,2,303.75,1,4,4,2,0
17522,09-06-2011 14:23,1,5,1070.71,1,3,4,2,0
17213,08-12-2010 13:03,39,7,2781.23,3,2,2,2,0
14418,23-08-2011 17:18,3,3,1937.25,1,3,3,2,0
13815,20-06-2011 13:08,21,4,4027.36,3,3,2,2,0
12562,05-08-2011 08:40,7,7,3781.74,2,2,2,2,0
12753,09-02-2011 11:21,22,6,21429.39,3,3,1,2,0
14096,28-11-2011 15:54,3,17,65164.79,1,1,1,2,0
12453,28-07-2011 14:08,133,1,707.09,4,4,4,2,0
17125,20-10-2011 14:41,49,1,259.35,4,4,4,2,0
15677,21-10-2011 15:36,48,1,657.23,4,4,4,2,0
17107,25-09-2011 14:37,32,6,10815.43,3,3,1,2,0
17811,17-05-2011 10:28,3,39,7837.73,1,1,1,2,0
17764,12-05-2011 16:11,50,2,818.82,4,4,4,2,0
17159,21-06-2011 09:49,21,3,1538.88,3,3,3,2,0
17561,20-11-2011 12:53,18,1,167.62,3,4,4,2,0
12540,11-01-2011 12:25,19,17,13400.24,3,1,1,2,0
13268,30-03-2011 16:52,17,11,3214.69,3,2,2,2,0
17107,25-09-2011 14:37,32,6,10815.43,3,3,1,2,0
14830,17-10-2011 14:29,52,1,197.13,4,4,4,2,0
14719,29-11-2011 12:52,1,5,1602.13,1,3,3,2,0
14121,29-11-2011 13:43,3,4,2780.15,1,3,2,2,0
14224,17-07-2011 13:40,109,4,1050.12,4,3,4,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
17744,14-11-2011 09:05,3,6,2322.4,1,3,3,2,0
12753,12-12-2010 11:44,22,6,21429.39,3,3,1,2,0
16495,06-12-2011 13:20,2,3,684.41,1,3,4,2,0
16877,15-05-2011 16:13,11,6,853.72,2,3,4,2,0
15033,31-10-2011 14:19,4,10,2586.67,2,2,3,2,0
13904,02-11-2011 13:41,36,2,332.64,3,4,4,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
16700,10-08-2011 09:52,8,13,5076.55,2,2,2,2,0
13858,13-10-2011 16:17,56,1,216.17,4,4,4,2,0
12451,18-11-2011 09:58,10,5,9035.52,2,3,1,2,0
17602,16-11-2011 15:58,1,6,5102.97,1,3,2,2,0
12590,12-05-2011 14:46,210,2,9864.26,4,4,1,2,0
15754,27-09-2011 10:12,50,3,458.57,4,3,4,2,0
14418,06-12-2011 11:39,3,3,1937.25,1,3,3,2,0
14110,03-05-2011 13:39,3,12,5683.15,1,2,2,2,0
12477,31-08-2011 09:11,22,6,13219.74,3,3,1,2,0
18118,11-05-2011 12:58,10,26,5653.82,2,1,2,2,0
12359,07-02-2011 14:51,57,4,6372.58,4,3,1,2,0
15237,26-04-2011 15:04,1,4,1412.32,1,3,3,2,0
13562,08-04-2011 12:42,81,3,1799.33,4,3,3,2,0
12433,01-12-2010 13:24,0,7,13375.87,1,2,1,2,0
12477,31-08-2011 09:11,22,6,13219.74,3,3,1,2,0
15464,05-01-2011 15:56,337,1,1048.85,4,4,4,2,0
16393,28-11-2011 13:58,1,13,3046.21,1,2,2,2,0
17624,25-11-2011 10:52,14,2,843.48,2,4,4,2,0
16033,18-09-2011 15:41,5,20,8816.4,2,1,1,2,0
16007,02-10-2011 13:26,47,4,1701.94,4,3,3,2,0
17954,08-08-2011 13:46,4,12,2332.72,2,2,3,2,0
16182,28-09-2011 13:23,71,4,6617.65,4,3,1,2,0
15014,27-10-2011 20:07,42,2,260.17,3,4,4,2,0
17301,18-11-2011 13:43,20,1,197.63,3,4,4,2,0
13253,04-01-2011 15:43,156,2,1030.4,4,4,4,2,0
12994,11-08-2011 17:02,3,3,974.42,1,3,4,2,0
15480,15-08-2011 14:32,115,1,905.5,4,4,4,2,0
16653,29-09-2011 13:38,15,2,1212.66,2,4,3,2,0
12613,13-10-2011 14:59,56,5,3344.38,4,3,2,2,0
13389,21-04-2011 12:12,10,3,797.96,2,3,4,2,0
17107,06-11-2011 14:08,32,6,10815.43,3,3,1,2,0
12685,08-09-2011 10:32,27,6,2863.08,3,3,2,2,0
17999,08-12-2010 15:17,36,2,382.06,3,4,4,2,0
12519,07-10-2011 09:26,63,1,340.84,4,4,4,2,0
16904,23-08-2011 11:41,3,16,3754.27,1,1,2,2,0
17337,02-02-2011 17:06,150,4,2027.87,4,3,3,2,0
17266,06-12-2011 14:30,1,3,310.64,1,3,4,2,0
14643,22-06-2011 14:41,169,2,693.81,4,4,4,2,0
12782,05-12-2011 09:16,4,5,2330.92,2,3,3,2,0
17107,06-03-2011 15:17,32,6,10815.43,3,3,1,2,0
12950,01-12-2011 15:55,1,3,1843,1,3,3,2,0
14096,26-09-2011 15:28,3,17,65164.79,1,1,1,2,0
17238,06-07-2011 12:39,2,17,3744.65,1,1,2,2,0
15525,07-12-2011 14:43,1,3,825.92,1,3,4,2,0
16014,21-02-2011 17:42,37,3,662.38,3,3,4,2,0
14418,06-12-2011 11:39,3,3,1937.25,1,3,3,2,0
13521,29-11-2011 15:09,0,3,1093.65,1,3,4,2,0
14341,08-05-2011 15:16,44,8,2182.28,4,2,3,2,0
12451,18-11-2011 09:58,10,5,9035.52,2,3,1,2,0
17329,28-01-2011 15:29,13,2,523.11,2,4,4,2,0
14379,26-10-2011 16:43,43,2,348.1,4,4,4,2,0
16633,22-11-2011 13:41,16,6,2883.1,3,3,2,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
13700,16-01-2011 13:18,25,10,2265.12,3,2,3,2,0
12680,09-12-2011 12:50,0,4,862.81,1,3,4,2,0
13870,25-02-2011 09:09,1,8,2770.94,1,2,2,2,0
16818,29-09-2011 13:38,10,11,3349.57,2,2,2,2,0
16496,01-12-2011 10:31,8,3,1599.52,2,3,3,2,0
12753,09-02-2011 11:21,22,6,21429.39,3,3,1,2,0
16873,05-12-2011 12:05,4,6,7123.62,2,3,1,2,0
17744,16-12-2010 14:17,3,6,2322.4,1,3,3,2,0
17609,27-09-2011 17:47,40,5,1112.22,3,3,3,2,0
17576,01-09-2011 16:30,7,19,3622.68,2,1,2,2,0
13338,05-07-2011 09:06,157,1,487.02,4,4,4,2,0
13815,16-11-2011 13:54,21,4,4027.36,3,3,2,2,0
12749,01-08-2011 12:48,3,5,4090.88,1,3,2,2,0
17595,27-11-2011 16:08,11,2,388.79,2,4,4,2,0
12359,12-01-2011 12:43,57,4,6372.58,4,3,1,2,0
13787,25-09-2011 12:06,75,2,309.04,4,4,4,2,0
14418,14-11-2011 13:55,3,3,1937.25,1,3,3,2,0
12753,09-02-2011 11:21,22,6,21429.39,3,3,1,2,0
16711,13-11-2011 11:51,2,5,1651.03,1,3,3,2,0
13590,19-10-2011 12:16,10,6,1981.92,2,3,3,2,0
17284,18-04-2011 11:53,59,6,1652.58,4,3,3,2,0
17107,07-07-2011 18:56,32,6,10815.43,3,3,1,2,0
17954,08-06-2011 12:44,4,12,2332.72,2,2,3,2,0
14121,29-11-2011 13:43,3,4,2780.15,1,3,2,2,0
17854,26-04-2011 16:53,184,2,311.26,4,4,4,2,0
12628,05-12-2011 13:15,3,3,786.46,1,3,4,2,0
12477,31-08-2011 09:11,22,6,13219.74,3,3,1,2,0
14796,14-10-2011 11:08,0,17,8022.49,1,1,1,2,0
13924,16-11-2011 15:39,1,6,1838.85,1,3,3,2,0
17931,29-03-2011 12:31,133,2,408.36,4,4,4,2,0
12446,13-10-2011 12:50,57,1,1002.31,4,4,4,2,0
16030,03-02-2011 11:28,309,1,331.24,4,4,4,2,0
13458,15-12-2010 12:05,6,14,9646.57,2,2,1,2,0
14446,11-11-2011 12:02,0,4,1039.58,1,3,4,2,0
17100,21-11-2011 16:36,17,2,971.74,3,4,4,2,0
16923,06-03-2011 11:28,11,19,7247.61,2,1,1,2,0
14903,06-03-2011 11:50,20,5,2810.63,3,3,2,2,0
14418,06-12-2011 11:39,3,3,1937.25,1,3,3,2,0
15714,28-11-2011 11:26,11,2,330.88,2,4,4,2,0
16187,14-04-2011 11:48,31,15,6911.44,3,1,1,2,0
15976,27-06-2011 13:00,164,2,430.94,4,4,4,2,0
17354,20-10-2011 10:34,50,1,1393.06,4,4,3,2,0
12468,27-01-2011 13:29,187,2,729.54,4,4,4,2,0
13607,30-10-2011 16:17,39,1,678.01,3,4,4,2,0
12451,18-11-2011 09:58,10,5,9035.52,2,3,1,2,0
17107,06-11-2011 14:08,32,6,10815.43,3,3,1,2,0
12359,03-06-2011 12:26,57,4,6372.58,4,3,1,2,0
18210,10-11-2011 08:39,1,6,2621.38,1,3,3,2,0
16379,02-11-2011 14:04,3,4,2157.4,1,3,3,2,0
14146,17-12-2010 15:52,8,5,4191,2,3,2,2,0
15958,26-09-2011 13:41,73,1,104.35,4,4,4,2,0
16873,04-08-2011 15:33,4,6,7123.62,2,3,1,2,0
17555,09-01-2011 12:31,19,2,483.26,3,4,4,2,0
12782,13-07-2011 10:30,4,5,2330.92,2,3,3,2,0
14447,20-10-2011 12:00,18,5,1163.23,3,3,3,2,0
15497,22-11-2011 11:51,17,2,1262.2,3,4,3,2,0
16558,02-11-2011 12:44,0,20,8338.49,1,1,1,2,0
17272,22-03-2011 12:05,41,4,2148.63,3,3,3,2,0
14639,11-08-2011 13:41,51,6,2984.49,4,3,2,2,0
16265,30-11-2011 16:41,8,9,5447,2,2,2,2,0
16327,14-03-2011 14:51,13,6,3844.22,2,3,2,2,0
12409,10-06-2011 12:19,78,3,11072.67,4,3,1,2,0
15249,04-08-2011 10:43,31,13,6688.46,3,2,1,2,0
14129,05-09-2011 09:49,1,5,1123.86,1,3,3,2,0
15938,05-04-2011 10:40,111,5,404.58,4,3,4,2,0
17059,26-05-2011 13:01,29,5,3095.04,3,3,2,2,0
17365,23-06-2011 10:44,12,8,4801.56,2,2,2,2,0
17728,05-10-2011 08:17,3,3,2876.01,1,3,2,2,0
12365,21-02-2011 13:51,290,2,641.38,4,4,4,2,0
13243,20-05-2011 13:14,202,1,600.07,4,4,4,2,0
16629,27-09-2011 10:34,73,2,417.73,4,4,4,2,0
16800,28-11-2011 14:06,10,1,1201.49,2,4,3,2,0
15750,07-12-2011 12:34,2,8,2465.48,1,2,3,2,0
15184,02-06-2011 12:06,28,2,406.76,3,4,4,2,0
17590,22-11-2011 16:06,1,3,1479.22,1,3,3,2,0
13285,16-11-2011 13:19,22,4,2709.12,3,3,2,2,0
17700,23-11-2011 11:51,16,4,2534.64,3,3,3,2,0
14422,22-06-2011 15:07,0,6,4263.64,1,3,2,2,0
16497,20-05-2011 13:56,49,6,2965.69,4,3,2,2,0
15898,06-12-2010 11:01,0,5,1388.88,1,3,3,2,0
17602,19-01-2011 16:19,1,6,5102.97,1,3,2,2,0
16356,26-05-2011 11:51,197,3,211.77,4,3,4,1,1
15117,25-11-2011 08:12,14,5,1551.78,2,3,3,2,0
13577,14-11-2011 15:19,24,4,1687.6,3,3,3,2,0
17042,10-08-2011 13:19,2,5,1044.38,1,3,4,2,0
17019,23-03-2011 11:16,10,4,1272.61,2,3,3,2,0
17289,12-06-2011 13:51,31,3,944.41,3,3,4,2,0
17602,15-09-2011 14:07,1,6,5102.97,1,3,2,2,0
15796,28-09-2011 16:38,0,8,2711.56,1,2,2,2,0
17590,22-11-2011 16:06,1,3,1479.22,1,3,3,2,0
13755,14-11-2011 13:31,3,9,2161.35,1,2,3,2,0
12451,05-10-2011 12:52,10,5,9035.52,2,3,1,2,0
15308,10-03-2011 13:08,273,1,310.47,4,4,4,2,0
15525,07-12-2011 14:43,1,3,825.92,1,3,4,2,0
12359,13-10-2011 12:47,57,4,6372.58,4,3,1,2,0
14591,24-11-2011 13:53,14,4,1447.14,2,3,3,2,0
16460,28-09-2011 12:22,27,3,814.72,3,3,4,2,0
14871,14-12-2010 12:18,2,4,522.38,1,3,4,2,0
18015,05-12-2011 14:49,3,1,120.03,1,4,4,2,0
15674,08-05-2011 16:11,72,5,2446.6,4,3,3,2,0
12723,23-11-2011 14:01,3,5,725.07,1,3,4,2,0
15392,09-11-2011 13:37,4,4,1535.53,2,3,3,2,0
16110,25-10-2011 14:35,44,3,1337.48,4,3,3,2,0
15061,14-03-2011 12:59,3,48,54534.14,1,1,1,2,0
14204,07-12-2011 13:38,1,1,161.03,1,4,4,2,0
12412,23-06-2011 13:51,74,3,1226.88,4,3,3,2,0
12970,02-12-2011 14:26,6,4,452.24,2,3,4,2,0
16150,02-12-2010 18:27,42,5,2053.02,3,3,3,2,0
15117,11-08-2011 11:51,14,5,1551.78,2,3,3,2,0
16873,10-12-2010 15:45,4,6,7123.62,2,3,1,2,0
16426,24-10-2011 10:17,1,10,1908.25,1,2,3,2,0
15984,05-12-2011 16:05,2,10,2837.67,1,2,2,2,0
13317,14-04-2011 12:42,65,6,2273.68,4,3,3,2,0
15898,08-12-2011 15:23,0,5,1388.88,1,3,3,2,0
13471,04-12-2011 11:45,0,4,2531.58,1,3,3,2,0
12451,05-10-2011 12:52,10,5,9035.52,2,3,1,2,0
14988,12-05-2011 12:05,211,1,334.54,4,4,4,2,0
18139,21-11-2011 15:53,17,6,8438.34,3,3,1,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
13860,25-11-2011 13:42,0,5,1245.9,1,3,3,2,0
14737,06-12-2011 10:16,3,3,1164.55,1,3,3,2,0
16240,15-11-2011 14:30,23,2,3718.8,3,4,2,2,0
17383,05-12-2011 17:36,3,1,199.29,1,4,4,2,0
17515,16-03-2011 15:19,30,4,639.02,3,3,4,2,0
13429,25-09-2011 15:59,10,4,1006.8,2,3,4,2,0
15620,03-05-2011 11:22,56,3,1553.18,4,3,3,2,0
17744,21-01-2011 09:03,3,6,2322.4,1,3,3,2,0
12359,13-10-2011 12:47,57,4,6372.58,4,3,1,2,0
16873,10-12-2010 15:45,4,6,7123.62,2,3,1,2,0
16014,10-07-2011 16:29,37,3,662.38,3,3,4,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
14505,01-11-2011 14:54,16,8,5905.64,3,2,2,2,0
13027,20-12-2010 12:45,113,6,6912,4,3,1,2,0
16470,16-08-2011 11:40,51,4,762.39,4,3,4,2,0
14971,27-10-2011 13:33,34,3,1116.57,3,3,3,2,0
12409,10-06-2011 12:19,78,3,11072.67,4,3,1,2,0
14030,07-02-2011 16:21,17,8,2360.09,3,2,3,2,0
14667,20-02-2011 13:46,10,25,9241.2,2,1,1,2,0
15563,17-11-2011 12:59,21,4,1400.44,3,3,3,2,0
18079,25-10-2011 15:21,44,4,3651.97,4,3,2,2,0
17107,06-11-2011 14:08,32,6,10815.43,3,3,1,2,0
12409,10-06-2011 12:19,78,3,11072.67,4,3,1,2,0
17758,10-07-2011 15:12,18,8,3456.7,3,2,2,2,0
17864,11-09-2011 13:39,12,3,597.5,2,3,4,2,0
18018,23-08-2011 17:37,107,2,122.14,4,4,4,2,0
13027,18-08-2011 09:39,113,6,6912,4,3,1,2,0
15208,08-11-2011 14:39,0,5,870.12,1,3,4,2,0
16873,04-08-2011 15:33,4,6,7123.62,2,3,1,2,0
12430,27-10-2011 15:09,42,1,256.4,3,4,4,2,0
13715,12-12-2010 12:41,280,5,1079.34,4,3,4,2,0
12451,05-05-2011 17:34,10,5,9035.52,2,3,1,2,0
12830,09-09-2011 15:02,37,6,6814.64,3,3,1,2,0
17590,22-11-2011 16:06,1,3,1479.22,1,3,3,2,0
17728,05-10-2011 08:17,3,3,2876.01,1,3,2,2,0
13507,02-09-2011 15:45,2,4,2479.16,1,3,3,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
16779,31-01-2011 14:59,1,22,10629.72,1,1,1,2,0
15993,26-10-2011 16:21,8,7,2797.57,2,2,2,2,0
12451,05-05-2011 17:34,10,5,9035.52,2,3,1,2,0
14577,29-06-2011 11:46,12,4,859.71,2,3,4,2,0
13936,13-06-2011 08:47,179,1,376.58,4,4,4,2,0
12857,13-05-2011 10:20,210,2,1106.4,4,4,3,2,0
17631,21-04-2011 13:22,1,3,528.33,1,3,4,2,0
17811,21-11-2011 12:52,3,39,7837.73,1,1,1,2,0
17602,15-09-2011 14:07,1,6,5102.97,1,3,2,2,0
12937,24-11-2011 15:05,14,4,1504.27,2,3,3,2,0
16873,05-12-2011 12:05,4,6,7123.62,2,3,1,2,0
14573,25-02-2011 17:25,179,9,1653.42,4,2,3,2,0
17863,30-03-2011 11:39,58,6,3160,4,3,2,2,0
13510,09-06-2011 09:32,0,4,1791.56,1,3,3,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
13285,22-02-2011 17:13,22,4,2709.12,3,3,2,2,0
15508,03-06-2011 15:37,188,6,1000.27,4,3,4,2,0
14312,09-09-2011 13:14,46,6,1611.59,4,3,3,2,0
15005,22-07-2011 11:31,15,28,6316.57,2,1,1,2,0
14141,07-12-2011 09:53,2,4,915.13,1,3,4,2,0
16160,05-10-2011 14:19,64,2,1025.44,4,4,4,2,0
16551,05-09-2011 09:38,95,3,922.12,4,3,4,2,0
16688,27-10-2011 16:11,0,4,1260.86,1,3,3,2,0
12921,24-10-2011 12:36,8,37,16587.09,2,1,1,2,0
14087,07-12-2011 12:41,2,1,194.42,1,4,4,2,0
15720,15-11-2011 14:48,23,1,598.73,3,4,4,2,0
16007,23-10-2011 11:05,47,4,1701.94,4,3,3,2,0
16485,23-09-2011 15:50,76,1,363.65,4,4,4,2,0
